placeDcid,placeName,Date:Count_Person,Value:Count_Person,Source:Count_Person
zip/10115,10115,2013,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10115,10115,2014,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10115,10115,2015,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10115,10115,2016,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10115,10115,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10115,10115,2018,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10115,10115,2019,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10115,10115,2020,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10115,10115,2021,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10115,10115,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10119,10119,2011,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10119,10119,2012,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10119,10119,2013,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10119,10119,2014,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10119,10119,2015,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10119,10119,2016,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10119,10119,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10119,10119,2018,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10119,10119,2019,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10119,10119,2020,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10119,10119,2021,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10119,10119,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10128,10128,2011,58793,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10128,10128,2012,59443,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10128,10128,2013,60121,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10128,10128,2014,62447,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10128,10128,2015,61927,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10128,10128,2016,63006,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10128,10128,2017,62743,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10128,10128,2018,59256,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10128,10128,2019,58636,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10128,10128,2020,57993,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10128,10128,2021,58147,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10128,10128,2022,56695,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10152,10152,2011,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10152,10152,2012,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10152,10152,2013,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10152,10152,2014,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10152,10152,2015,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10152,10152,2016,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10152,10152,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10152,10152,2018,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10152,10152,2019,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10152,10152,2020,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10152,10152,2021,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10152,10152,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10153,10153,2011,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10153,10153,2012,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10153,10153,2013,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10153,10153,2014,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10153,10153,2015,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10153,10153,2016,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10153,10153,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10153,10153,2018,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10153,10153,2019,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10153,10153,2020,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10153,10153,2021,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10153,10153,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10154,10154,2011,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10154,10154,2012,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10154,10154,2013,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10154,10154,2014,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10154,10154,2015,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10154,10154,2016,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10154,10154,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10154,10154,2018,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10154,10154,2019,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10154,10154,2020,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10154,10154,2021,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10154,10154,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10162,10162,2011,1608,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10162,10162,2012,1590,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10162,10162,2013,1327,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10162,10162,2014,1252,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10162,10162,2015,1289,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10162,10162,2016,1253,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10162,10162,2017,1324,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10162,10162,2018,1584,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10162,10162,2019,1486,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10162,10162,2020,1240,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10162,10162,2021,2268,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10162,10162,2022,1523,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10165,10165,2011,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10165,10165,2012,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10165,10165,2013,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10165,10165,2014,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10165,10165,2015,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10165,10165,2016,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10165,10165,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10165,10165,2018,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10165,10165,2019,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10165,10165,2020,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10165,10165,2021,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10165,10165,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10167,10167,2011,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10167,10167,2012,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10167,10167,2013,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10167,10167,2014,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10167,10167,2015,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10167,10167,2016,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10167,10167,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10167,10167,2018,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10167,10167,2019,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10167,10167,2020,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10167,10167,2021,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10167,10167,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10168,10168,2011,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10168,10168,2012,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10168,10168,2013,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10168,10168,2014,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10168,10168,2015,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10168,10168,2016,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10168,10168,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10168,10168,2018,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10168,10168,2019,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10168,10168,2020,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10168,10168,2021,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10168,10168,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10169,10169,2011,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10169,10169,2012,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10169,10169,2013,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10169,10169,2014,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10169,10169,2015,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10169,10169,2016,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10169,10169,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10169,10169,2018,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10169,10169,2019,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10169,10169,2020,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10169,10169,2021,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10169,10169,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10170,10170,2011,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10170,10170,2012,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10170,10170,2013,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10170,10170,2014,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10170,10170,2015,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10170,10170,2016,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10170,10170,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10170,10170,2018,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10170,10170,2019,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10170,10170,2020,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10170,10170,2021,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10170,10170,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10171,10171,2011,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10171,10171,2012,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10171,10171,2013,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10171,10171,2014,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10171,10171,2015,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10171,10171,2016,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10171,10171,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10171,10171,2018,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10171,10171,2019,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10171,10171,2020,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10171,10171,2021,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10171,10171,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10172,10172,2011,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10172,10172,2012,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10172,10172,2013,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10172,10172,2014,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10172,10172,2015,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10172,10172,2016,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10172,10172,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10172,10172,2018,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10172,10172,2019,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10172,10172,2020,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10172,10172,2021,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10172,10172,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10173,10173,2011,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10173,10173,2012,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10173,10173,2013,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10173,10173,2014,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10173,10173,2015,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10173,10173,2016,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10173,10173,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10173,10173,2018,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10173,10173,2019,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10173,10173,2020,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10173,10173,2021,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10173,10173,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10174,10174,2011,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10174,10174,2012,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10174,10174,2013,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10174,10174,2014,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10174,10174,2015,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10174,10174,2016,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10174,10174,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10174,10174,2018,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10174,10174,2019,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10174,10174,2020,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10174,10174,2021,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10174,10174,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10177,10177,2011,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10177,10177,2012,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10177,10177,2013,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10177,10177,2014,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10177,10177,2015,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10177,10177,2016,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10177,10177,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10177,10177,2018,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10177,10177,2019,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10177,10177,2020,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10177,10177,2021,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10177,10177,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10199,10199,2011,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10199,10199,2012,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10199,10199,2013,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10199,10199,2014,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10199,10199,2015,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10199,10199,2016,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10199,10199,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10199,10199,2018,148,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10199,10199,2019,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10199,10199,2020,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10199,10199,2021,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10199,10199,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10271,10271,2011,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10271,10271,2012,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10271,10271,2013,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10271,10271,2014,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10271,10271,2015,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10271,10271,2016,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10271,10271,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10271,10271,2018,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10271,10271,2019,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10271,10271,2020,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10271,10271,2021,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10271,10271,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10278,10278,2011,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10278,10278,2012,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10278,10278,2013,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10278,10278,2014,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10278,10278,2015,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10278,10278,2016,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10278,10278,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10278,10278,2018,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10278,10278,2019,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10278,10278,2020,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10278,10278,2021,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10278,10278,2022,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10279,10279,2011,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10279,10279,2012,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10279,10279,2013,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10279,10279,2014,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10279,10279,2015,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10279,10279,2016,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10279,10279,2017,0,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10279,10279,2018,43,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10279,10279,2019,42,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10279,10279,2020,96,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10279,10279,2021,131,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10279,10279,2022,161,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10280,10280,2011,7741,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10280,10280,2012,7610,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10280,10280,2013,8685,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10280,10280,2014,8817,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10280,10280,2015,9552,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10280,10280,2016,9845,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10280,10280,2017,9820,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10280,10280,2018,9384,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10280,10280,2019,9496,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10280,10280,2020,9372,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10280,10280,2021,8582,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10280,10280,2022,8843,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10282,10282,2011,5027,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10282,10282,2012,5507,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10282,10282,2013,6217,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10282,10282,2014,5903,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10282,10282,2015,5730,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10282,10282,2016,5635,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10282,10282,2017,5644,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10282,10282,2018,5593,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10282,10282,2019,5783,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10282,10282,2020,6086,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10282,10282,2021,6419,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10282,10282,2022,6450,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10301,10301,2011,39367,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10301,10301,2012,38851,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10301,10301,2013,38885,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10301,10301,2014,39367,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10301,10301,2015,39209,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10301,10301,2016,39519,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10301,10301,2017,39451,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10301,10301,2018,38733,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10301,10301,2019,38280,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10301,10301,2020,38001,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10301,10301,2021,38736,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10301,10301,2022,40331,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10302,10302,2011,17128,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10302,10302,2012,17090,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10302,10302,2013,16811,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10302,10302,2014,18043,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10302,10302,2015,18286,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10302,10302,2016,17758,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10302,10302,2017,18539,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10302,10302,2018,18204,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10302,10302,2019,18037,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10302,10302,2020,17942,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10302,10302,2021,18144,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10302,10302,2022,18567,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10303,10303,2011,26274,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10303,10303,2012,24933,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10303,10303,2013,24537,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10303,10303,2014,24348,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10303,10303,2015,23933,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10303,10303,2016,24562,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10303,10303,2017,25804,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10303,10303,2018,25947,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10303,10303,2019,27401,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
zip/10303,10303,2020,27164,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
